id	reason	timestamp	page_id	assessment_phase_in_session_id	session_id
1749699	scroll	2023-12-28 21:40:25.034000 +00:00	47227	6251	11501
1749700	scroll	2023-12-28 21:40:25.165000 +00:00	47227	6251	11501
1749701	scroll	2023-12-28 21:40:25.849000 +00:00	47227	6251	11501
1749702	scroll	2023-12-28 21:40:25.971000 +00:00	47227	6251	11501
1749703	scroll	2023-12-28 21:40:24.971000 +00:00	47227	6251	11501
1749704	scroll	2023-12-28 21:40:24.940000 +00:00	47227	6251	11501
1749705	scroll	2023-12-28 21:40:25.016000 +00:00	47227	6251	11501
1749706	scroll	2023-12-28 21:40:25.721000 +00:00	47227	6251	11501
1749707	scroll	2023-12-28 21:40:26.508000 +00:00	47227	6251	11501
1749708	scroll	2023-12-28 21:40:25.884000 +00:00	47227	6251	11501
1749709	scroll	2023-12-28 21:40:24.908000 +00:00	47227	6251	11501
1749710	scroll	2023-12-28 21:40:26.409000 +00:00	47227	6251	11501
1749711	scroll	2023-12-28 21:40:26.378000 +00:00	47227	6251	11501
1749712	scroll	2023-12-28 21:40:26.721000 +00:00	47227	6251	11501
1749713	scroll	2023-12-28 21:40:26.786000 +00:00	47227	6251	11501
1749714	scroll	2023-12-28 21:40:27.253000 +00:00	47227	6251	11501
1749715	scroll	2023-12-28 21:40:26.851000 +00:00	47227	6251	11501
1749716	scroll	2023-12-28 21:40:26.627000 +00:00	47227	6251	11501
1749717	scroll	2023-12-28 21:40:27.290000 +00:00	47227	6251	11501
1749718	scroll	2023-12-28 21:40:27.222000 +00:00	47227	6251	11501
1749719	scroll	2023-12-28 21:40:26.972000 +00:00	47227	6251	11501
1749720	scroll	2023-12-28 21:40:26.908000 +00:00	47227	6251	11501
1749721	scroll	2023-12-28 21:40:27.599000 +00:00	47227	6251	11501
1749722	scroll	2023-12-28 21:40:27.536000 +00:00	47227	6251	11501
1749723	scroll	2023-12-28 21:40:27.009000 +00:00	47227	6251	11501
1749724	scroll	2023-12-28 21:40:27.723000 +00:00	47227	6251	11501
1749725	scroll	2023-12-28 21:40:27.787000 +00:00	47227	6251	11501
1749726	scroll	2023-12-28 21:40:27.661000 +00:00	47227	6251	11501
1749727	scroll	2023-12-28 21:40:27.412000 +00:00	47227	6251	11501
1749728	scroll	2023-12-28 21:40:27.943000 +00:00	47227	6251	11501
1749729	scroll	2023-12-28 21:40:27.347000 +00:00	47227	6251	11501
1749730	scroll	2023-12-28 21:40:27.472000 +00:00	47227	6251	11501
1749731	scroll	2023-12-28 21:40:27.827000 +00:00	47227	6251	11501
1749732	scroll	2023-12-28 21:40:26.252000 +00:00	47227	6251	11501
1749733	scroll	2023-12-28 21:40:26.284000 +00:00	47227	6251	11501
1749836	tab_updated	2023-12-28 21:41:39.712000 +00:00	47241	6251	11501
1749837	scroll	2023-12-28 21:41:40.909000 +00:00	47241	6251	11501
1749838	scroll	2023-12-28 21:41:40.691000 +00:00	47241	6251	11501
1749839	scroll	2023-12-28 21:41:40.722000 +00:00	47241	6251	11501
1749840	scroll	2023-12-28 21:41:40.941000 +00:00	47241	6251	11501
1749841	scroll	2023-12-28 21:41:41.510000 +00:00	47241	6251	11501
1749842	scroll	2023-12-28 21:41:40.977000 +00:00	47241	6251	11501
1749843	scroll	2023-12-28 21:41:41.160000 +00:00	47241	6251	11501
1749844	scroll	2023-12-28 21:41:41.351000 +00:00	47241	6251	11501
1749845	scroll	2023-12-28 21:41:43.785000 +00:00	47241	6251	11501
1749846	scroll	2023-12-28 21:41:43.816000 +00:00	47241	6251	11501
1749847	scroll	2023-12-28 21:41:43.941000 +00:00	47241	6251	11501
1749848	scroll	2023-12-28 21:41:43.976000 +00:00	47241	6251	11501
1749849	scroll	2023-12-28 21:41:44.066000 +00:00	47241	6251	11501
1749850	scroll	2023-12-28 21:41:44.503000 +00:00	47241	6251	11501
1749851	scroll	2023-12-28 21:41:44.535000 +00:00	47241	6251	11501
1749852	scroll	2023-12-28 21:41:44.628000 +00:00	47241	6251	11501
1749853	scroll	2023-12-28 21:41:44.754000 +00:00	47241	6251	11501
1749854	scroll	2023-12-28 21:41:44.847000 +00:00	47241	6251	11501
1749855	scroll	2023-12-28 21:41:44.878000 +00:00	47241	6251	11501
1749856	scroll	2023-12-28 21:41:44.916000 +00:00	47241	6251	11501
1749857	scroll	2023-12-28 21:41:45.035000 +00:00	47241	6251	11501
1749858	scroll	2023-12-28 21:41:45.160000 +00:00	47241	6251	11501
1749859	scroll	2023-12-28 21:41:46.534000 +00:00	47241	6251	11501
1749860	scroll	2023-12-28 21:41:46.567000 +00:00	47241	6251	11501
1749861	scroll	2023-12-28 21:41:46.753000 +00:00	47241	6251	11501
1749862	scroll	2023-12-28 21:41:46.785000 +00:00	47241	6251	11501
1749863	scroll	2023-12-28 21:41:46.816000 +00:00	47241	6251	11501
1749864	scroll	2023-12-28 21:41:47.038000 +00:00	47241	6251	11501
1749865	scroll	2023-12-28 21:41:47.160000 +00:00	47241	6251	11501
1749866	scroll	2023-12-28 21:41:46.941000 +00:00	47241	6251	11501
1749867	scroll	2023-12-28 21:41:47.066000 +00:00	47241	6251	11501
1749868	scroll	2023-12-28 21:41:47.262000 +00:00	47241	6251	11501
1749869	scroll	2023-12-28 21:41:47.941000 +00:00	47241	6251	11501
1749870	scroll	2023-12-28 21:41:47.910000 +00:00	47241	6251	11501
1749871	scroll	2023-12-28 21:41:48.035000 +00:00	47241	6251	11501
1749872	scroll	2023-12-28 21:41:48.076000 +00:00	47241	6251	11501
1749873	scroll	2023-12-28 21:41:48.131000 +00:00	47241	6251	11501
1749874	scroll	2023-12-28 21:41:48.192000 +00:00	47241	6251	11501
1749875	scroll	2023-12-28 21:41:48.227000 +00:00	47241	6251	11501
1749876	scroll	2023-12-28 21:41:48.288000 +00:00	47241	6251	11501
1749877	scroll	2023-12-28 21:41:48.347000 +00:00	47241	6251	11501
1749878	scroll	2023-12-28 21:41:48.410000 +00:00	47241	6251	11501
1749879	scroll	2023-12-28 21:41:48.447000 +00:00	47241	6251	11501
1749880	scroll	2023-12-28 21:41:48.506000 +00:00	47241	6251	11501
1749881	scroll	2023-12-28 21:41:48.569000 +00:00	47241	6251	11501
1749882	scroll	2023-12-28 21:41:48.631000 +00:00	47241	6251	11501
1749883	scroll	2023-12-28 21:41:49.067000 +00:00	47241	6251	11501
1749884	scroll	2023-12-28 21:41:48.666000 +00:00	47241	6251	11501
1749885	scroll	2023-12-28 21:41:49.039000 +00:00	47241	6251	11501
1749886	scroll	2023-12-28 21:41:48.758000 +00:00	47241	6251	11501
1749887	scroll	2023-12-28 21:41:48.976000 +00:00	47241	6251	11501
1749888	scroll	2023-12-28 21:41:48.722000 +00:00	47241	6251	11501
1749889	scroll	2023-12-28 21:41:48.881000 +00:00	47241	6251	11501
1749890	scroll	2023-12-28 21:41:48.599000 +00:00	47241	6251	11501
1749891	scroll	2023-12-28 21:41:48.941000 +00:00	47241	6251	11501
1749892	scroll	2023-12-28 21:41:48.820000 +00:00	47241	6251	11501
1749893	scroll	2023-12-28 21:41:49.441000 +00:00	47241	6251	11501
1749894	scroll	2023-12-28 21:41:49.098000 +00:00	47241	6251	11501
1749895	scroll	2023-12-28 21:41:49.192000 +00:00	47241	6251	11501
1749896	scroll	2023-12-28 21:41:49.476000 +00:00	47241	6251	11501
1749897	scroll	2023-12-28 21:41:49.569000 +00:00	47241	6251	11501
1749898	scroll	2023-12-28 21:41:49.382000 +00:00	47241	6251	11501
1749899	scroll	2023-12-28 21:41:49.318000 +00:00	47241	6251	11501
1749900	scroll	2023-12-28 21:41:49.132000 +00:00	47241	6251	11501
1749901	scroll	2023-12-28 21:41:49.287000 +00:00	47241	6251	11501
1749951	scroll	2023-12-28 21:41:49.225000 +00:00	47241	6251	11501
1749952	scroll	2023-12-28 21:41:49.725000 +00:00	47241	6251	11501
1749953	scroll	2023-12-28 21:41:50.161000 +00:00	47241	6251	11501
1750001	scroll	2023-12-28 21:41:49.819000 +00:00	47241	6251	11501
1750051	scroll	2023-12-28 21:41:49.788000 +00:00	47241	6251	11501
1750052	scroll	2023-12-28 21:41:50.008000 +00:00	47241	6251	11501
1750053	scroll	2023-12-28 21:41:49.630000 +00:00	47241	6251	11501
1750054	scroll	2023-12-28 21:41:49.535000 +00:00	47241	6251	11501
1750055	scroll	2023-12-28 21:41:49.941000 +00:00	47241	6251	11501
1750056	scroll	2023-12-28 21:41:50.132000 +00:00	47241	6251	11501
1750057	scroll	2023-12-28 21:41:49.879000 +00:00	47241	6251	11501
1750058	scroll	2023-12-28 21:41:49.691000 +00:00	47241	6251	11501
1750059	scroll	2023-12-28 21:41:50.254000 +00:00	47241	6251	11501
1750060	scroll	2023-12-28 21:41:49.972000 +00:00	47241	6251	11501
1750061	scroll	2023-12-28 21:41:50.067000 +00:00	47241	6251	11501
1750062	scroll	2023-12-28 21:41:50.035000 +00:00	47241	6251	11501
1750063	scroll	2023-12-28 21:41:51.128000 +00:00	47241	6251	11501
1750064	scroll	2023-12-28 21:41:51.254000 +00:00	47241	6251	11501
1750065	scroll	2023-12-28 21:41:51.225000 +00:00	47241	6251	11501
1750066	scroll	2023-12-28 21:41:51.287000 +00:00	47241	6251	11501
1750067	scroll	2023-12-28 21:41:51.160000 +00:00	47241	6251	11501
1750068	scroll	2023-12-28 21:41:51.348000 +00:00	47241	6251	11501
1750069	scroll	2023-12-28 21:41:53.004000 +00:00	47241	6251	11501
1750070	scroll	2023-12-28 21:41:53.099000 +00:00	47241	6251	11501
1750071	scroll	2023-12-28 21:41:53.067000 +00:00	47241	6251	11501
1750072	scroll	2023-12-28 21:41:53.160000 +00:00	47241	6251	11501
1750073	scroll	2023-12-28 21:41:53.196000 +00:00	47241	6251	11501
1750074	scroll	2023-12-28 21:41:53.285000 +00:00	47241	6251	11501
832615	tab_activated	2023-12-15 22:26:08.938000 +00:00	24113	2701	7053
448697	scroll	2023-12-10 10:23:05.589000 +00:00	15122	2157	4537
448699	scroll	2023-12-10 10:23:03.881000 +00:00	15122	2157	4537
448753	scroll	2023-12-10 10:23:04.964000 +00:00	15122	2157	4537
448757	scroll	2023-12-10 10:23:05.106000 +00:00	15122	2157	4537
448759	scroll	2023-12-10 10:23:05.382000 +00:00	15122	2157	4537
448761	scroll	2023-12-10 10:23:05.558000 +00:00	15122	2157	4537
448762	scroll	2023-12-10 10:23:06.869000 +00:00	15122	2157	4537
448763	scroll	2023-12-10 10:23:07.212000 +00:00	15122	2157	4537
448788	scroll	2023-12-10 10:23:11.243000 +00:00	15122	2157	4537
448789	scroll	2023-12-10 10:23:11.681000 +00:00	15122	2157	4537
448790	scroll	2023-12-10 10:23:11.806000 +00:00	15122	2157	4537
448791	scroll	2023-12-10 10:23:11.463000 +00:00	15122	2157	4537
448792	scroll	2023-12-10 10:23:14.807000 +00:00	15122	2157	4537
448793	scroll	2023-12-10 10:23:14.683000 +00:00	15122	2157	4537
448794	scroll	2023-12-10 10:23:16.119000 +00:00	15122	2157	4537
448914	scroll	2023-12-10 10:23:22.431000 +00:00	15122	2157	4537
448921	scroll	2023-12-10 10:23:22.965000 +00:00	15122	2157	4537
448926	scroll	2023-12-10 10:23:27.712000 +00:00	15122	2157	4537
448930	scroll	2023-12-10 10:23:27.994000 +00:00	15122	2157	4537
832616	scroll	2023-12-15 22:26:11.133000 +00:00	24113	2701	7053
448932	scroll	2023-12-10 10:23:29.372000 +00:00	15122	2157	4537
832617	scroll	2023-12-15 22:26:11.196000 +00:00	24113	2701	7053
448933	scroll	2023-12-10 10:23:30.525000 +00:00	15122	2157	4537
832618	scroll	2023-12-15 22:26:11.508000 +00:00	24113	2701	7053
448934	scroll	2023-12-10 10:23:30.246000 +00:00	15122	2157	4537
832619	scroll	2023-12-15 22:26:11.537000 +00:00	24113	2701	7053
448935	scroll	2023-12-10 10:23:31.087000 +00:00	15122	2157	4537
832620	scroll	2023-12-15 22:26:11.228000 +00:00	24113	2701	7053
448936	scroll	2023-12-10 10:23:30.931000 +00:00	15122	2157	4537
448937	scroll	2023-12-10 10:23:30.807000 +00:00	15122	2157	4537
832621	scroll	2023-12-15 22:26:11.603000 +00:00	24113	2701	7053
832646	tab_activated	2023-12-15 22:26:35.874000 +00:00	24113	2701	7053
832648	tab_activated	2023-12-15 22:26:44.244000 +00:00	24113	2701	7053
832650	tab_activated	2023-12-15 22:26:47.440000 +00:00	24113	2701	7053
832659	tab_activated	2023-12-15 22:27:31.761000 +00:00	24113	2701	7053
832668	tab_activated	2023-12-15 22:27:40.621000 +00:00	24113	2701	7053
832669	scroll	2023-12-15 22:27:41.382000 +00:00	24113	2701	7053
832670	scroll	2023-12-15 22:27:41.446000 +00:00	24113	2701	7053
832671	scroll	2023-12-15 22:27:41.537000 +00:00	24113	2701	7053
832672	scroll	2023-12-15 22:27:41.755000 +00:00	24113	2701	7053
832673	scroll	2023-12-15 22:27:41.822000 +00:00	24113	2701	7053
832674	scroll	2023-12-15 22:27:41.849000 +00:00	24113	2701	7053
832675	scroll	2023-12-15 22:27:42.667000 +00:00	24113	2701	7053
832676	scroll	2023-12-15 22:27:42.756000 +00:00	24113	2701	7053
832677	scroll	2023-12-15 22:27:42.599000 +00:00	24113	2701	7053
832678	scroll	2023-12-15 22:27:43.164000 +00:00	24113	2701	7053
832679	scroll	2023-12-15 22:27:43.099000 +00:00	24113	2701	7053
448939	tab_activated	2023-12-10 10:23:37.020000 +00:00	15122	2157	4537
832680	scroll	2023-12-15 22:27:43.256000 +00:00	24113	2701	7053
832737	tab_activated	2023-12-15 22:34:47.430000 +00:00	24113	2701	7053
832747	tab_activated	2023-12-15 22:35:39.180000 +00:00	24113	2701	7053
832772	tab_activated	2023-12-15 22:38:46.457000 +00:00	24113	2701	7053
832780	tab_activated	2023-12-15 22:39:47.025000 +00:00	24113	2701	7053
853316	tab_updated	2023-12-16 14:57:38.647000 +00:00	24428	2716	7075
853317	scroll	2023-12-16 14:57:40.065000 +00:00	24428	2716	7075
853318	scroll	2023-12-16 14:57:40.097000 +00:00	24428	2716	7075
853319	scroll	2023-12-16 14:57:40.504000 +00:00	24428	2716	7075
853320	scroll	2023-12-16 14:57:40.534000 +00:00	24428	2716	7075
853321	scroll	2023-12-16 14:57:40.569000 +00:00	24428	2716	7075
853322	scroll	2023-12-16 14:57:42.065000 +00:00	24428	2716	7075
853323	scroll	2023-12-16 14:57:41.659000 +00:00	24428	2716	7075
853324	scroll	2023-12-16 14:57:40.601000 +00:00	24428	2716	7075
853325	scroll	2023-12-16 14:57:41.037000 +00:00	24428	2716	7075
853326	scroll	2023-12-16 14:57:42.505000 +00:00	24428	2716	7075
853327	scroll	2023-12-16 14:57:43.487000 +00:00	24428	2716	7075
853328	scroll	2023-12-16 14:57:43.566000 +00:00	24428	2716	7075
853329	scroll	2023-12-16 14:57:43.643000 +00:00	24428	2716	7075
853330	scroll	2023-12-16 14:57:43.662000 +00:00	24428	2716	7075
853331	scroll	2023-12-16 14:57:43.784000 +00:00	24428	2716	7075
853332	scroll	2023-12-16 14:57:43.909000 +00:00	24428	2716	7075
853333	scroll	2023-12-16 14:57:44.037000 +00:00	24428	2716	7075
853334	scroll	2023-12-16 14:57:43.941000 +00:00	24428	2716	7075
853335	scroll	2023-12-16 14:57:44.097000 +00:00	24428	2716	7075
853336	scroll	2023-12-16 14:57:44.195000 +00:00	24428	2716	7075
853337	scroll	2023-12-16 14:57:44.253000 +00:00	24428	2716	7075
853338	scroll	2023-12-16 14:57:44.284000 +00:00	24428	2716	7075
853339	scroll	2023-12-16 14:57:44.383000 +00:00	24428	2716	7075
853340	scroll	2023-12-16 14:57:44.412000 +00:00	24428	2716	7075
853341	scroll	2023-12-16 14:57:44.440000 +00:00	24428	2716	7075
853342	scroll	2023-12-16 14:57:44.604000 +00:00	24428	2716	7075
853343	scroll	2023-12-16 14:57:44.756000 +00:00	24428	2716	7075
853344	scroll	2023-12-16 14:57:45.315000 +00:00	24428	2716	7075
853345	scroll	2023-12-16 14:57:45.266000 +00:00	24428	2716	7075
853346	scroll	2023-12-16 14:57:45.347000 +00:00	24428	2716	7075
853347	scroll	2023-12-16 14:57:45.597000 +00:00	24428	2716	7075
853348	scroll	2023-12-16 14:57:45.409000 +00:00	24428	2716	7075
853349	scroll	2023-12-16 14:57:45.378000 +00:00	24428	2716	7075
853350	scroll	2023-12-16 14:57:45.785000 +00:00	24428	2716	7075
853351	scroll	2023-12-16 14:57:46.221000 +00:00	24428	2716	7075
853352	scroll	2023-12-16 14:57:46.253000 +00:00	24428	2716	7075
853353	scroll	2023-12-16 14:57:46.378000 +00:00	24428	2716	7075
853354	scroll	2023-12-16 14:57:46.285000 +00:00	24428	2716	7075
853355	scroll	2023-12-16 14:57:46.441000 +00:00	24428	2716	7075
853356	scroll	2023-12-16 14:57:46.503000 +00:00	24428	2716	7075
853357	scroll	2023-12-16 14:57:46.534000 +00:00	24428	2716	7075
853358	scroll	2023-12-16 14:57:46.597000 +00:00	24428	2716	7075
853359	scroll	2023-12-16 14:57:46.566000 +00:00	24428	2716	7075
853360	scroll	2023-12-16 14:57:46.663000 +00:00	24428	2716	7075
853361	scroll	2023-12-16 14:57:46.693000 +00:00	24428	2716	7075
853362	scroll	2023-12-16 14:57:46.724000 +00:00	24428	2716	7075
853363	scroll	2023-12-16 14:57:46.815000 +00:00	24428	2716	7075
853364	scroll	2023-12-16 14:57:46.883000 +00:00	24428	2716	7075
853365	scroll	2023-12-16 14:57:46.971000 +00:00	24428	2716	7075
853366	scroll	2023-12-16 14:57:47.066000 +00:00	24428	2716	7075
853367	scroll	2023-12-16 14:57:47.132000 +00:00	24428	2716	7075
853368	scroll	2023-12-16 14:57:47.222000 +00:00	24428	2716	7075
853369	scroll	2023-12-16 14:57:47.284000 +00:00	24428	2716	7075
853370	scroll	2023-12-16 14:57:47.316000 +00:00	24428	2716	7075
853371	scroll	2023-12-16 14:57:47.569000 +00:00	24428	2716	7075
853372	scroll	2023-12-16 14:57:47.411000 +00:00	24428	2716	7075
853373	scroll	2023-12-16 14:57:47.631000 +00:00	24428	2716	7075
853374	scroll	2023-12-16 14:57:47.349000 +00:00	24428	2716	7075
853375	scroll	2023-12-16 14:57:47.503000 +00:00	24428	2716	7075
853376	scroll	2023-12-16 14:57:47.381000 +00:00	24428	2716	7075
853377	scroll	2023-12-16 14:57:47.784000 +00:00	24428	2716	7075
853378	scroll	2023-12-16 14:57:48.257000 +00:00	24428	2716	7075
853379	scroll	2023-12-16 14:57:48.288000 +00:00	24428	2716	7075
853380	scroll	2023-12-16 14:57:48.191000 +00:00	24428	2716	7075
853381	scroll	2023-12-16 14:57:48.409000 +00:00	24428	2716	7075
853382	scroll	2023-12-16 14:57:48.316000 +00:00	24428	2716	7075
853383	scroll	2023-12-16 14:57:48.537000 +00:00	24428	2716	7075
853384	scroll	2023-12-16 14:57:48.475000 +00:00	24428	2716	7075
853385	scroll	2023-12-16 14:57:48.600000 +00:00	24428	2716	7075
853386	scroll	2023-12-16 14:57:48.691000 +00:00	24428	2716	7075
853387	scroll	2023-12-16 14:57:48.722000 +00:00	24428	2716	7075
853388	scroll	2023-12-16 14:57:48.849000 +00:00	24428	2716	7075
853389	scroll	2023-12-16 14:57:48.788000 +00:00	24428	2716	7075
853390	scroll	2023-12-16 14:57:48.941000 +00:00	24428	2716	7075
853391	scroll	2023-12-16 14:57:49.003000 +00:00	24428	2716	7075
853392	scroll	2023-12-16 14:57:49.097000 +00:00	24428	2716	7075
853393	scroll	2023-12-16 14:57:48.972000 +00:00	24428	2716	7075
853394	scroll	2023-12-16 14:57:49.190000 +00:00	24428	2716	7075
853395	scroll	2023-12-16 14:57:49.691000 +00:00	24428	2716	7075
853396	scroll	2023-12-16 14:57:49.722000 +00:00	24428	2716	7075
853397	scroll	2023-12-16 14:57:49.815000 +00:00	24428	2716	7075
853398	scroll	2023-12-16 14:57:49.851000 +00:00	24428	2716	7075
853399	scroll	2023-12-16 14:57:49.878000 +00:00	24428	2716	7075
853400	scroll	2023-12-16 14:57:49.916000 +00:00	24428	2716	7075
853401	scroll	2023-12-16 14:57:49.941000 +00:00	24428	2716	7075
853402	scroll	2023-12-16 14:57:50.034000 +00:00	24428	2716	7075
853403	scroll	2023-12-16 14:57:50.066000 +00:00	24428	2716	7075
853404	scroll	2023-12-16 14:57:50.132000 +00:00	24428	2716	7075
853405	scroll	2023-12-16 14:57:50.350000 +00:00	24428	2716	7075
853406	scroll	2023-12-16 14:57:50.285000 +00:00	24428	2716	7075
853407	scroll	2023-12-16 14:57:50.476000 +00:00	24428	2716	7075
853408	scroll	2023-12-16 14:57:50.194000 +00:00	24428	2716	7075
853409	scroll	2023-12-16 14:57:50.413000 +00:00	24428	2716	7075
853410	scroll	2023-12-16 14:57:50.597000 +00:00	24428	2716	7075
853411	scroll	2023-12-16 14:57:50.659000 +00:00	24428	2716	7075
853412	scroll	2023-12-16 14:57:50.566000 +00:00	24428	2716	7075
853413	scroll	2023-12-16 14:57:50.816000 +00:00	24428	2716	7075
853414	scroll	2023-12-16 14:57:50.725000 +00:00	24428	2716	7075
853415	scroll	2023-12-16 14:57:51.253000 +00:00	24428	2716	7075
853416	scroll	2023-12-16 14:57:51.378000 +00:00	24428	2716	7075
853417	scroll	2023-12-16 14:57:51.819000 +00:00	24428	2716	7075
853418	scroll	2023-12-16 14:57:51.409000 +00:00	24428	2716	7075
853419	scroll	2023-12-16 14:57:51.662000 +00:00	24428	2716	7075
853420	scroll	2023-12-16 14:57:51.319000 +00:00	24428	2716	7075
853421	scroll	2023-12-16 14:57:51.535000 +00:00	24428	2716	7075
853422	scroll	2023-12-16 14:57:53.502000 +00:00	24428	2716	7075
853423	scroll	2023-12-16 14:57:51.914000 +00:00	24428	2716	7075
853424	scroll	2023-12-16 14:57:53.474000 +00:00	24428	2716	7075
853425	scroll	2023-12-16 14:57:51.441000 +00:00	24428	2716	7075
853426	scroll	2023-12-16 14:57:53.534000 +00:00	24428	2716	7075
853427	scroll	2023-12-16 14:57:51.503000 +00:00	24428	2716	7075
853428	scroll	2023-12-16 14:57:51.725000 +00:00	24428	2716	7075
853429	scroll	2023-12-16 14:57:52.418000 +00:00	24428	2716	7075
853430	scroll	2023-12-16 14:57:52.347000 +00:00	24428	2716	7075
853431	scroll	2023-12-16 14:57:51.472000 +00:00	24428	2716	7075
853432	scroll	2023-12-16 14:57:53.757000 +00:00	24428	2716	7075
853433	scroll	2023-12-16 14:57:53.597000 +00:00	24428	2716	7075
853434	scroll	2023-12-16 14:57:51.568000 +00:00	24428	2716	7075
853435	scroll	2023-12-16 14:57:52.573000 +00:00	24428	2716	7075
853436	scroll	2023-12-16 14:57:53.566000 +00:00	24428	2716	7075
853437	scroll	2023-12-16 14:57:53.662000 +00:00	24428	2716	7075
853438	scroll	2023-12-16 14:57:52.508000 +00:00	24428	2716	7075
853439	scroll	2023-12-16 14:57:52.284000 +00:00	24428	2716	7075
853440	scroll	2023-12-16 14:57:57.753000 +00:00	24428	2716	7075
853441	scroll	2023-12-16 14:57:53.690000 +00:00	24428	2716	7075
853442	scroll	2023-12-16 14:57:57.724000 +00:00	24428	2716	7075
853443	scroll	2023-12-16 14:57:57.810000 +00:00	24428	2716	7075
853444	scroll	2023-12-16 14:57:57.851000 +00:00	24428	2716	7075
853445	scroll	2023-12-16 14:57:57.931000 +00:00	24428	2716	7075
853446	scroll	2023-12-16 14:57:57.941000 +00:00	24428	2716	7075
853447	scroll	2023-12-16 14:57:58.024000 +00:00	24428	2716	7075
853448	scroll	2023-12-16 14:57:58.126000 +00:00	24428	2716	7075
853449	scroll	2023-12-16 14:57:57.975000 +00:00	24428	2716	7075
853450	scroll	2023-12-16 14:57:58.165000 +00:00	24428	2716	7075
853451	scroll	2023-12-16 14:57:58.226000 +00:00	24428	2716	7075
853452	scroll	2023-12-16 14:57:58.065000 +00:00	24428	2716	7075
853453	scroll	2023-12-16 14:57:58.300000 +00:00	24428	2716	7075
853454	scroll	2023-12-16 14:57:58.347000 +00:00	24428	2716	7075
853455	scroll	2023-12-16 14:57:58.418000 +00:00	24428	2716	7075
853456	scroll	2023-12-16 14:57:58.493000 +00:00	24428	2716	7075
853457	scroll	2023-12-16 14:57:58.537000 +00:00	24428	2716	7075
853458	scroll	2023-12-16 14:57:58.566000 +00:00	24428	2716	7075
853459	scroll	2023-12-16 14:57:58.633000 +00:00	24428	2716	7075
853460	scroll	2023-12-16 14:57:58.722000 +00:00	24428	2716	7075
853461	scroll	2023-12-16 14:57:58.709000 +00:00	24428	2716	7075
853462	scroll	2023-12-16 14:57:58.753000 +00:00	24428	2716	7075
853463	scroll	2023-12-16 14:57:58.846000 +00:00	24428	2716	7075
853464	scroll	2023-12-16 14:57:58.784000 +00:00	24428	2716	7075
853465	scroll	2023-12-16 14:57:59.022000 +00:00	24428	2716	7075
853466	scroll	2023-12-16 14:57:58.937000 +00:00	24428	2716	7075
853467	scroll	2023-12-16 14:57:59.347000 +00:00	24428	2716	7075
853468	scroll	2023-12-16 14:57:59.129000 +00:00	24428	2716	7075
853469	scroll	2023-12-16 14:57:59.066000 +00:00	24428	2716	7075
853470	scroll	2023-12-16 14:57:59.194000 +00:00	24428	2716	7075
853471	scroll	2023-12-16 14:57:59.097000 +00:00	24428	2716	7075
853474	scroll	2023-12-16 14:57:59.288000 +00:00	24428	2716	7075
